key,n,row_ratio,nd_approx,dup_ratio,avg_len,med_len,max_len,multi_ratio,yes_no_ratio,numeric_ratio,url_ratio,phone_ratio,qid_ratio,upper_ratio,non_ascii_ratio,long_ratio,token_ratio,min_level,med_level
service:climbing_harness:rental:fee,2,0.0,1,0.5,2.0,2.0,2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,11,13.0
loc_name:hi,2,0.0,2,0.0,30.0,30.0,47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,8,8.5
old_name:2012-2016,2,0.0,2,0.0,8.5,8.5,10,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,10,11.5
contact:datova_schranka,2,0.0,2,0.0,7.0,7.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12,13.0
electric_hand_dryer:operated,2,0.0,1,0.5,8.0,8.0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12,14.0
ref:GB-EAW:charity,2,0.0,2,0.0,7.0,7.0,7,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,9,9.5
name:wrong,2,0.0,2,0.0,10.0,10.0,13,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,12,12.0
shop:video_games,2,0.0,1,0.5,3.0,3.0,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7,10.0
name:chm,2,0.0,2,0.0,12.5,12.5,13,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,8,9.5
rescue_kit_pre_position,2,0.0,1,0.5,3.0,3.0,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8,10.5
memorial:subject:1,2,0.0,2,0.0,26.5,26.5,27,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,11,12.0
construction:check_date,2,0.0,2,0.0,7.0,7.0,10,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.5,11,11.0
payment:healthiplan,2,0.0,1,0.5,3.0,3.0,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10,10.5
food:naan,2,0.0,2,0.0,3.5,3.5,4,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,13,13.5
note:power_supply,2,0.0,2,0.0,56.5,56.5,85,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,11,12.5
alt_name:jv,2,0.0,2,0.0,15.0,15.0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5,7.5
maps,2,0.0,1,0.5,3.0,3.0,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,13,13.5
small_electric_vehicle:sales,2,0.0,1,0.5,3.0,3.0,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,15,15.0
inscription:pt,2,0.0,2,0.0,81.0,81.0,102,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,6,6.5
ref:trfc,2,0.0,2,0.0,34.0,34.0,39,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5,7.5
health:program_maternity,2,0.0,1,0.5,3.0,3.0,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5,6.0
payment:carte_restaurant,2,0.0,1,0.5,3.0,3.0,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12,13.0
note:denomination,2,0.0,2,0.0,52.5,52.5,95,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.5,9,11.0
source:was:name,2,0.0,2,0.0,31.0,31.0,42,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.5,0.0,13,13.5
fuel:diesel_sulf,2,0.0,1,0.5,2.0,2.0,2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7,9.0
chicha,2,0.0,1,0.5,3.0,3.0,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,11,12.0
payment:shtifomat,2,0.0,1,0.5,3.0,3.0,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,11,12.0
brand2,2,0.0,2,0.0,10.5,10.5,12,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,13,14.5
artist_name:ar,2,0.0,2,0.0,12.0,12.0,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,10,11.5
valet:charge,2,0.0,1,0.5,1.0,1.0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4,8.5
statue:wikidata,2,0.0,1,0.5,8.0,8.0,8,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,12,12.5
shop:nutrition_supplements,2,0.0,1,0.5,3.0,3.0,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,13,14.0
isuo,2,0.0,2,0.0,4.5,4.5,5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7,8.5
addr1:housenumber,2,0.0,2,0.0,3.0,3.0,4,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10,10.5
mh:inscription_date,2,0.0,2,0.0,10.0,10.0,10,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6,9.5
service:kitchen,2,0.0,2,0.0,10.0,10.0,17,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5,13,13.0
fuel:ethanol_free_87,2,0.0,1,0.5,3.0,3.0,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7,8.5
disused:bin,2,0.0,1,0.5,3.0,3.0,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9,9.0
service_times:adoration,2,0.0,2,0.0,14.0,14.0,14,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,9,10.5
printer:ink,2,0.0,2,0.0,5.5,5.5,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,11,11.5
rideshare,2,0.0,1,0.5,3.0,3.0,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10,11.0
service:appliance:repair,2,0.0,1,0.5,3.0,3.0,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12,12.0
watering:type,2,0.0,1,0.5,6.0,6.0,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,11,13.0
can,2,0.0,1,0.5,11.0,11.0,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13,13.5
squatted,2,0.0,1,0.5,3.0,3.0,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10,10.5
bulk_bill,2,0.0,1,0.5,3.0,3.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12,12.5
cricket,2,0.0,1,0.5,4.0,4.0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12,12.5
kicker,2,0.0,1,0.5,3.0,3.0,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12,14.0
was:direction_south,2,0.0,2,0.0,35.5,35.5,38,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,10,13.0
heritage:designation,2,0.0,2,0.0,38.0,38.0,39,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3,8.0
nonprofit,2,0.0,1,0.5,3.0,3.0,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10,11.5
fire_mains,2,0.0,1,0.5,3.0,3.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10,11.0
phone:admin,2,0.0,2,0.0,15.0,15.0,15,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,9,10.5
email:2022,2,0.0,2,0.0,20.5,20.5,26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14,14.5
office:2025,2,0.0,1,0.5,9.0,9.0,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12,13.0
shop:ca,2,0.0,1,0.5,9.0,9.0,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12,13.0
2,2,0.0,1,0.5,3.0,3.0,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10,13.0
vending:nl,2,0.0,2,0.0,12.5,12.5,16,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5,10,12.0
food:tapas,2,0.0,1,0.5,3.0,3.0,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,11,11.0
alt_name:language,2,0.0,1,0.5,2.0,2.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,11,13.0
contact:phone:conditional,2,0.0,2,0.0,35.5,35.5,48,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,8,8.0
sells:pet_supplies,2,0.0,1,0.5,3.0,3.0,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9,10.5
service:bicycle:buying,2,0.0,1,0.5,3.0,3.0,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9,10.0
washing_machine:count,2,0.0,2,0.0,1.5,1.5,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,11,11.5
finance_agent,2,0.0,2,0.0,3.0,3.0,3,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5,8,9.5
free_flying:speedflying,2,0.0,1,0.5,3.0,3.0,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6,7.0
ref:FR:CG22,2,0.0,2,0.0,11.0,11.0,16,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6,8.5
contact:mobile:fr,2,0.0,2,0.0,16.5,16.5,17,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,11,12.5
animal_keeping:type,2,0.0,1,0.5,7.0,7.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10,11.0
isced:2011:programme,2,0.0,1,0.5,3.0,3.0,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10,11.5
charge:bicycle,2,0.0,2,0.0,6.5,6.5,8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,11,13.0
drink:ginger_beer,2,0.0,1,0.5,6.0,6.0,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12,12.5
BYOB,2,0.0,1,0.5,3.0,3.0,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,13,13.5
old_name:2010-2018,2,0.0,2,0.0,10.0,10.0,13,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,13,14.0
phone:administration,2,0.0,2,0.0,14.5,14.5,15,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,10,11.0
ref:gdf,2,0.0,2,0.0,7.0,7.0,7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5,8.5
name:sah,2,0.0,2,0.0,9.5,9.5,15,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,8,10.5
denomination_principale_uai,2,0.0,2,0.0,15.0,15.0,23,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,8,11.0
craft:shoemaker,2,0.0,1,0.5,3.0,3.0,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4,8.5
paifang:posts,2,0.0,1,0.5,1.0,1.0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5,7.0
sells:icecream,2,0.0,1,0.5,3.0,3.0,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10,11.5
source:ro,2,0.0,2,0.0,61.5,61.5,71,0.0,0.0,0.0,1.0,0.0,0.0,0.5,0.0,1.0,0.0,11,11.0
GNS:MODIFY_DAT,2,0.0,1,0.5,10.0,10.0,10,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,7,8.0
GNS:UFI,2,0.0,2,0.0,8.0,8.0,8,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,7,8.0
GNS:UNI,2,0.0,2,0.0,26.0,26.0,26,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7,8.0
nagacity:contact,2,0.0,2,0.0,16.5,16.5,18,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,9,12.5
tickets:airline,2,0.0,1,0.5,3.0,3.0,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9,9.5
phone:Smart,2,0.0,1,0.5,13.0,13.0,13,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,9,9.5
recycling:bbq,2,0.0,1,0.5,3.0,3.0,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9,9.5
grass,2,0.0,2,0.0,6.5,6.5,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10,10.5
currency:nafl,2,0.0,1,0.5,3.0,3.0,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10,11.0
payment:petros,2,0.0,1,0.5,3.0,3.0,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12,12.5
parque,2,0.0,1,0.5,10.0,10.0,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,10.5
safety:vaccination_card:covid19,2,0.0,1,0.5,3.0,3.0,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10,11.5
payment:skrill,2,0.0,1,0.5,3.0,3.0,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8,10.5
subject:ref:CH:bdelis,2,0.0,2,0.0,5.0,5.0,5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,14,15.0
opening_hours:men,2,0.0,2,0.0,34.5,34.5,44,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5,0.0,14,14.0
pump:repair,2,0.0,2,0.0,4.0,4.0,5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9,10.5
service:vehicle:rescue,2,0.0,1,0.5,3.0,3.0,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,11,11.5
capacity:wall_loops,2,0.0,2,0.0,1.0,1.0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,11,12.0
clothes:dance,2,0.0,2,0.0,3.5,3.5,4,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,13,13.5
was:castle_type,2,0.0,2,0.0,8.5,8.5,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9,11.0
upholsterer,2,0.0,1,0.5,3.0,3.0,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10,10.5
ref:SDIS91,2,0.0,2,0.0,10.0,10.0,10,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,13,14.0
productos,2,0.0,2,0.0,71.0,71.0,110,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,10,12.5
board:title:sk,2,0.0,2,0.0,11.0,11.0,16,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,13,14.0
playground:type,2,0.0,2,0.0,7.5,7.5,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9,9.5
laundry_centrifuge,2,0.0,2,0.0,2.5,2.5,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7,8.0
proposed:leisure,2,0.0,2,0.0,5.0,5.0,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10,10.5
planned:brand,2,0.0,2,0.0,9.5,9.5,10,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,11,11.5
material:plaque,2,0.0,2,0.0,5.0,5.0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5,8.5
ref:radverkehrsnetzNRW,2,0.0,2,0.0,10.0,10.0,10,0.0,0.0,0.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,8,10.5
ref:AEFE,2,0.0,2,0.0,6.0,6.0,6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,12,12.5
socket:sev1011_t15,2,0.0,2,0.0,1.0,1.0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12,12.5
socket:gb1002,2,0.0,1,0.5,3.0,3.0,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10,12.0
elevator:wheelchair,2,0.0,2,0.0,5.0,5.0,7,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12,13.0
gun_emplacement,2,0.0,1,0.5,12.0,12.0,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7,9.5
operator:official_name:rm,2,0.0,1,0.5,26.0,26.0,26,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,11,11.5
patron_saint:wikidata,2,0.0,2,0.0,5.5,5.5,7,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,7,9.5
note:sport,2,0.0,2,0.0,59.5,59.5,94,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,13,13.5
deaf:description:si,2,0.0,1,0.5,156.0,156.0,156,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,13,13.5
ecological,2,0.0,1,0.5,3.0,3.0,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12,13.0
recycling:automated,2,0.0,1,0.5,2.0,2.0,2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,15,15.5
sells:stamps,2,0.0,1,0.5,3.0,3.0,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,11,13.5
feeders,2,0.0,2,0.0,1.0,1.0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10,10.0
alt_name:ur-Latn,2,0.0,2,0.0,15.5,15.5,18,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,6,8.0
payment:bluepay:gpn_qris,2,0.0,1,0.5,3.0,3.0,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12,12.5
direction_northwest:6,2,0.0,2,0.0,58.0,58.0,101,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.5,0.0,13,13.5
phone:second_hand,2,0.0,2,0.0,16.5,16.5,17,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,10,11.0
parking:condition:both:2:time_interval,2,0.0,1,0.5,17.0,17.0,17,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,10,10.0
sortiment,2,0.0,2,0.0,13.0,13.0,20,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12,13.0
end_date:source,2,0.0,2,0.0,28.0,28.0,32,0.0,0.0,0.0,1.0,0.0,0.0,0.5,0.0,0.0,0.0,13,14.0
name:hmn,2,0.0,2,0.0,14.5,14.5,20,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7,10.0
gtfs:stop_id:FR-BRE-IZILO,2,0.0,2,0.0,4.0,4.0,4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7,7.5
old_name:br,2,0.0,2,0.0,16.5,16.5,23,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,11,12.0
source:drink:beer,2,0.0,1,0.5,12.0,12.0,12,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,12.5
ref_line,2,0.0,2,0.0,8.5,8.5,10,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7,9.5
description:gu,2,0.0,2,0.0,177.5,177.5,200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,11,12.5
payment:lunch_pass,2,0.0,1,0.5,3.0,3.0,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,11,12.0
payment:merupay,2,0.0,1,0.5,3.0,3.0,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9,9.5
luggage_locker,2,0.0,1,0.5,3.0,3.0,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6,10.0
payment:echeque,2,0.0,1,0.5,3.0,3.0,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9,9.0
building:start_date,2,0.0,2,0.0,4.0,4.0,4,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9,10.0
wikipedia:nn,2,0.0,2,0.0,10.0,10.0,13,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,8,9.5
loc_name:scn,2,0.0,2,0.0,15.5,15.5,17,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,12,12.5
veterinary:treats:small_mammals,2,0.0,1,0.5,3.0,3.0,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10,12.0
alt_name:si,2,0.0,2,0.0,14.5,14.5,23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6,6.0
contact:shopee,2,0.0,2,0.0,34.0,34.0,35,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6,8.5
so,2,0.0,2,0.0,49.0,49.0,91,0.5,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.5,0.0,5,5.5
alt_name:pi,2,0.0,2,0.0,26.5,26.5,38,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6,6.5
hazard:animal,2,0.0,2,0.0,7.0,7.0,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6,7.5
official_name:sk,2,0.0,1,0.5,16.5,16.5,18,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,9,11.5
building_2,2,0.0,1,0.5,3.0,3.0,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12,13.0
confirmed,2,0.0,1,0.5,3.0,3.0,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8,8.5
nem,2,0.0,2,0.0,8.5,8.5,11,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5,8,9.5
monitored:by,2,0.0,2,0.0,7.5,7.5,9,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5,11,11.5
B.P:,2,0.0,2,0.0,4.0,4.0,4,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,11,11.5
former:addr:street,2,0.0,2,0.0,19.5,19.5,24,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,12,12.5
name:uz-Arab,2,0.0,2,0.0,16.0,16.0,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4,7.5
auctioneer,2,0.0,2,0.0,7.0,7.0,11,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10,12.0
inscription_7,2,0.0,2,0.0,104.0,104.0,134,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,1.0,0.0,12,13.0
knowledge,2,0.0,2,0.0,12.5,12.5,21,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,13,13.5
Grocery,2,0.0,2,0.0,12.5,12.5,14,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,8,9.5
stand,2,0.0,2,0.0,4.0,4.0,5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10,10.0
was:school:FR,2,0.0,2,0.0,8.5,8.5,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,10,11.0
butcher:beef,2,0.0,1,0.5,3.0,3.0,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10,11.0
payment:virta,2,0.0,1,0.5,3.0,3.0,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9,11.5
nickname:en,2,0.0,2,0.0,17.5,17.5,21,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,10,11.0
contact:website:2021,2,0.0,2,0.0,26.0,26.0,29,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,13,13.0
addr:compound,2,0.0,2,0.0,8.5,8.5,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5,6.5
car:transmission,2,0.0,1,0.5,6.0,6.0,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8,10.5
award:Gault-Millau:2014,2,0.0,1,0.5,1.0,1.0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,11,12.0
removed:contact:pinterest,2,0.0,1,0.5,37.0,37.0,37,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10,11.5
language:vgt,2,0.0,1,0.5,3.0,3.0,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,11,12.0
payment:laadkaard,2,0.0,1,0.5,3.0,3.0,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10,10.5
recycling:dough_paper_containers,2,0.0,1,0.5,3.0,3.0,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,13,13.5
fee:details,2,0.0,1,0.5,51.0,51.0,51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,8,10.5
sculpture:name,2,0.0,2,0.0,17.5,17.5,28,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,10,13.0
email:-2016,2,0.0,2,0.0,24.0,24.0,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13,14.0
amenity:-2017,2,0.0,2,0.0,3.5,3.5,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,13,14.0
bak:fac_type1,2,0.0,2,0.0,10.5,10.5,11,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6,7.5
payment:sa,2,0.0,1,0.5,3.0,3.0,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12,14.0
fireworks,2,0.0,2,0.0,2.5,2.5,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9,11.0
