key,n,row_ratio,nd_approx,dup_ratio,avg_len,med_len,max_len,multi_ratio,yes_no_ratio,numeric_ratio,url_ratio,phone_ratio,qid_ratio,upper_ratio,non_ascii_ratio,long_ratio,token_ratio,min_level,med_level
board_parts,2,0.0,1,0.5,3.0,3.0,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,13,13.0
payment:sats,2,0.0,1,0.5,3.0,3.0,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7,9.5
nombre_bar,2,0.0,2,0.0,32.0,32.0,44,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5,0.0,7,8.5
comercio,2,0.0,2,0.0,9.0,9.0,11,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5,7,9.5
fix_me,2,0.0,1,0.5,34.5,34.5,56,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,12,12.5
números,2,0.0,2,0.0,19.0,19.0,19,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,12,13.0
drink_water,2,0.0,2,0.0,2.5,2.5,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3,8.0
plaque_type,2,0.0,1,0.5,7.0,7.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7,10.0
disused:tactile_paving,2,0.0,1,0.5,2.0,2.0,2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9,10.0
phone:patients,2,0.0,2,0.0,15.0,15.0,15,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,7,10.5
harbour:emergency_telephone,2,0.0,1,0.5,3.0,3.0,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9,10.0
food:lechon,2,0.0,1,0.5,3.0,3.0,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,11,11.5
fountain_type,2,0.0,2,0.0,12.0,12.0,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10,10.5
lawn_mower:rental,2,0.0,1,0.5,3.0,3.0,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9,12.0
source:name:etymology,2,0.0,2,0.0,71.5,71.5,105,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.5,0.0,9,11.0
circle_bench:type,2,0.0,1,0.5,6.0,6.0,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,13,14.0
centrelink:address,2,0.0,2,0.0,30.0,30.0,32,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,10,11.5
design:coin_type,2,0.0,1,0.5,5.0,5.0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,13,14.5
reg_name:ru,2,0.0,2,0.0,11.0,11.0,12,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,5,7.5
reptile,2,0.0,2,0.0,2.5,2.5,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9,10.5
light:flames,2,0.0,1,0.5,1.0,1.0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9,11.5
class:bicycle:mtb,2,0.0,1,0.5,1.0,1.0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9,10.5
disease:cancer,2,0.0,1,0.5,3.0,3.0,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12,13.0
website:be,2,0.0,2,0.0,36.0,36.0,43,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.5,0.0,12,12.0
mobility_scooter,2,0.0,2,0.0,4.5,4.5,6,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5,12,12.5
email:-2017,2,0.0,2,0.0,23.0,23.0,26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13,13.5
contact:website:2022,2,0.0,2,0.0,49.0,49.0,77,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.0,15,15.5
payment:chargenow,2,0.0,1,0.5,3.0,3.0,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,11,13.5
clothes:schoolwear,2,0.0,1,0.5,3.0,3.0,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10,10.5
FIXME2,2,0.0,2,0.0,27.5,27.5,30,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,11,12.0
fuel:diesel_tech,2,0.0,1,0.5,3.0,3.0,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6,8.5
loc_name:sk,2,0.0,2,0.0,13.0,13.0,16,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,6,8.0
contact:mobile:conditional,2,0.0,2,0.0,65.0,65.0,81,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,8,10.0
brand:note,2,0.0,2,0.0,21.0,21.0,35,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,9,9.0
payment:benzina,2,0.0,1,0.5,3.0,3.0,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12,13.0
postal_addr:street,2,0.0,2,0.0,15.0,15.0,17,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7,9.5
indoor_camping,2,0.0,1,0.5,3.0,3.0,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12,12.0
panoramax:streetsign,2,0.0,2,0.0,36.0,36.0,36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,10.5
Payment Method,2,0.0,2,0.0,38.0,38.0,52,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5,0.0,6,9.0
note:network,2,0.0,2,0.0,72.5,72.5,102,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.0,1.0,0.0,10,10.0
staff_count:physiotherapists,2,0.0,2,0.0,1.0,1.0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,14,14.5
payment:leapcard,2,0.0,1,0.5,3.0,3.0,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12,13.5
not:owner,2,0.0,1,0.5,28.0,28.0,28,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,13,13.5
fixme:addr:street,2,0.0,2,0.0,17.5,17.5,24,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,4,6.5
etymology,2,0.0,2,0.0,134.5,134.5,255,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5,0.0,5,5.0
diet:mixed,2,0.0,1,0.5,3.0,3.0,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5,9.0
payment:betaalverzoek,2,0.0,1,0.5,3.0,3.0,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,11,11.5
opening_hours:urgent_care,2,0.0,2,0.0,22.5,22.5,34,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,6,8.0
GNS:DISPLAY,2,0.0,1,0.5,13.0,13.0,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,8.0
nagacity:contact_position,2,0.0,2,0.0,11.5,11.5,17,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,9,12.5
old_name:1980-2016,2,0.0,1,0.5,13.0,13.0,13,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,12,12.5
statue:description,2,0.0,2,0.0,71.0,71.0,125,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,0.5,0.0,5,8.0
using,2,0.0,1,0.5,9.0,9.0,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5,7.5
addr:postbox:postcode,2,0.0,2,0.0,6.0,6.0,7,0.0,0.0,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.5,8,9.0
contact:website:nl,2,0.0,2,0.0,30.5,30.5,33,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,11,11.0
ref:callabike,2,0.0,2,0.0,6.0,6.0,6,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,12,12.5
alt_description,2,0.0,2,0.0,10.5,10.5,11,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,0.0,0.0,9,10.5
office:accountant,2,0.0,1,0.5,3.0,3.0,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10,10.5
isced:level:1997,2,0.0,1,0.5,1.0,1.0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9,9.5
information_ref,2,0.0,1,0.5,83.0,83.0,83,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,7,10.5
ink_refill,2,0.0,1,0.5,3.0,3.0,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,11,13.0
authentication:membership,2,0.0,1,0.5,2.0,2.0,2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,11,13.0
payment:vietqr,2,0.0,1,0.5,3.0,3.0,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10,10.5
fixme:level,2,0.0,2,0.0,19.5,19.5,38,0.0,0.0,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.5,12,12.5
emergency_access_point:operator,2,0.0,2,0.0,14.5,14.5,25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,7,8.0
service:vehicle:replacement_vehicle,2,0.0,1,0.5,3.0,3.0,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9,11.0
disused:diet:kosher,2,0.0,2,0.0,2.5,2.5,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,11,13.0
disused:official_name:zh,2,0.0,2,0.0,10.5,10.5,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,11,12.0
service:bicycle:vtt,2,0.0,1,0.5,3.0,3.0,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10,11.5
ref:CH:pcp,2,0.0,2,0.0,4.0,4.0,4,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12,12.5
name:atl,2,0.0,2,0.0,37.5,37.5,49,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5,0.0,6,8.0
website:zh-Hant,2,0.0,1,0.5,46.0,46.0,54,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.5,0.0,7,9.0
brand:ko-Hani,2,0.0,1,0.5,2.0,2.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,14,14.0
service:vehicle:fuel_system_cleaning_service,2,0.0,1,0.5,3.0,3.0,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7,9.5
Alamat,2,0.0,2,0.0,58.0,58.0,93,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5,0.0,7,9.0
postal_code:source,2,0.0,2,0.0,8.5,8.5,14,0.0,0.0,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.5,6,8.5
theme:wikidata,2,0.0,2,0.0,7.5,7.5,8,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,12,12.0
old_name:2004-2020,2,0.0,1,0.5,17.0,17.0,17,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,10,11.0
abandoned:brand,2,0.0,2,0.0,12.0,12.0,20,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,7,9.5
ref:pomniky_npmk,2,0.0,2,0.0,3.5,3.5,4,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,11,11.5
blind:description:si,2,0.0,1,0.5,161.0,161.0,161,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,13,13.5
wheelchair:description:si,2,0.0,1,0.5,207.0,207.0,207,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,13,13.5
historic:source,2,0.0,2,0.0,163.5,163.5,254,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.0,1.0,0.0,6,11.0
url1,2,0.0,2,0.0,74.0,74.0,75,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,6,7.0
capacitor_bank,2,0.0,1,0.5,6.0,6.0,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10,10.0
transformer:count,2,0.0,2,0.0,1.0,1.0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10,10.0
transformer:rating,2,0.0,2,0.0,15.0,15.0,22,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,10,10.0
was:social_facility,2,0.0,2,0.0,9.0,9.0,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6,7.5
ref:ski:rouge,2,0.0,2,0.0,1.0,1.0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6,7.0
hotel:stars,2,0.0,2,0.0,1.0,1.0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6,8.0
name:nrf,2,0.0,2,0.0,14.5,14.5,15,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,6,7.0
custom_made,2,0.0,1,0.5,3.0,3.0,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8,10.5
personal_service:for,2,0.0,2,0.0,13.5,13.5,21,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,13,13.5
description:delivery,2,0.0,2,0.0,80.0,80.0,134,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.5,0.5,0.0,13,13.5
internet_access:wlan:password,2,0.0,1,0.5,2.0,2.0,2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12,12.5
source:bar,2,0.0,1,0.5,12.0,12.0,12,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,12.5
bridge:name:zh,2,0.0,1,0.5,4.0,4.0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,10,10.0
project:website,2,0.0,1,0.5,29.0,29.0,29,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10,10.0
fixme:operator,2,0.0,1,0.5,3.0,3.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,10,10.5
alt_name:en_1,2,0.0,2,0.0,34.0,34.0,52,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5,0.0,7,9.0
bonusplus:percent,2,0.0,1,0.5,1.0,1.0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9,9.0
loc_name:ko,2,0.0,2,0.0,6.5,6.5,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,10,11.0
last_order,2,0.0,2,0.0,5.0,5.0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,13.5
payment:benefit_plus,2,0.0,1,0.5,3.0,3.0,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9,12.0
offices,2,0.0,2,0.0,4.5,4.5,6,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,11,11.5
diet:kosher:pareve,2,0.0,1,0.5,3.0,3.0,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9,10.0
installation:start_date,2,0.0,2,0.0,8.5,8.5,10,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,7,9.0
disease:dementia,2,0.0,1,0.5,3.0,3.0,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,14,14.0
SchoolID,2,0.0,2,0.0,7.0,7.0,7,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,6,6.0
opening_hours:vaccination,2,0.0,2,0.0,29.5,29.5,42,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5,0.0,12,12.0
parking:condition:right:residents,2,0.0,2,0.0,1.5,1.5,2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,12,12.0
sidewalk:surface,2,0.0,1,0.5,13.0,13.0,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12,12.5
Bebida,2,0.0,2,0.0,6.0,6.0,6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6,9.0
name:de_1,2,0.0,2,0.0,15.0,15.0,16,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,10,11.5
url:note,2,0.0,2,0.0,54.5,54.5,60,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,11,13.5
eircode,2,0.0,2,0.0,8.0,8.0,8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,8,10.0
payment:otto_pay,2,0.0,1,0.5,3.0,3.0,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,11,13.0
socket:tesla_standard:voltage,2,0.0,2,0.0,3.0,3.0,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,11,11.0
social_club,2,0.0,2,0.0,6.0,6.0,9,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7,9.0
lawyer:speciality:contracts,2,0.0,1,0.5,3.0,3.0,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,11,12.5
razed:cuisine,2,0.0,2,0.0,9.0,9.0,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,13,13.5
stage:length,2,0.0,2,0.0,1.5,1.5,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12,12.5
official_name:oc,2,0.0,1,0.5,42.5,42.5,60,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.5,0.0,12,13.0
books:language:ja,2,0.0,1,0.5,3.0,3.0,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12,14.0
brand:mi,2,0.0,1,0.5,10.0,10.0,10,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,12,14.0
government:type,2,0.0,2,0.0,7.5,7.5,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5,8.5
imagery_used:date,2,0.0,1,0.5,7.0,7.0,7,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4,4.5
spacecraft_propulsion,2,0.0,1,0.5,13.0,13.0,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8,9.0
tiger:AREAID,2,0.0,2,0.0,13.0,13.0,13,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,7,8.5
service:vehicle:truck_tyres_change,2,0.0,1,0.5,3.0,3.0,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,11,11.0
diet:kosher:certification-expires,2,0.0,2,0.0,10.0,10.0,10,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,12,13.0
off_licence,2,0.0,1,0.5,3.0,3.0,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12,12.5
name:direction:N,2,0.0,2,0.0,32.5,32.5,51,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.5,0.0,9,11.5
drinking_water:status,2,0.0,2,0.0,7.0,7.0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12,13.0
name:coo,2,0.0,2,0.0,16.5,16.5,22,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,6,8.0
drink:cidre,2,0.0,1,0.5,6.0,6.0,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12,12.0
fax:tollfree,2,0.0,2,0.0,13.0,13.0,15,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,14,14.0
fireproof,2,0.0,1,0.5,3.0,3.0,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7,10.5
ref:antt,2,0.0,2,0.0,7.0,7.0,7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,8,8.0
payment:certified_cheque,2,0.0,1,0.5,3.0,3.0,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9,10.0
urban_green:cultivation,2,0.0,2,0.0,5.0,5.0,7,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,11,11.5
watsan:user_per_day,2,0.0,2,0.0,2.0,2.0,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12,12.5
Creado,2,0.0,1,0.5,18.0,18.0,18,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,12,13.0
note:floor:material,2,0.0,2,0.0,24.0,24.0,36,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,9,9.5
payment:mfc,2,0.0,1,0.5,3.0,3.0,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12,12.5
redwood_city_ca:bld_gid,2,0.0,2,0.0,5.0,5.0,5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,11,12.5
name_historic,2,0.0,2,0.0,11.0,11.0,17,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,8,10.5
seamark:daymark:colour_pattern,2,0.0,2,0.0,12.0,12.0,14,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8,8.0
in_store,2,0.0,1,0.5,3.0,3.0,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9,9.5
old_name:2011-2023,2,0.0,2,0.0,22.0,22.0,35,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,10,10.0
grubhub,2,0.0,2,0.0,46.5,46.5,90,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.5,10,12.0
inscription:informal,2,0.0,1,0.5,22.0,22.0,22,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,8,9.5
was:post_partner,2,0.0,1,0.5,6.0,6.0,6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,11,12.5
camera:count,2,0.0,1,0.5,1.0,1.0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,14,15.0
LICENSEE,2,0.0,2,0.0,26.0,26.0,30,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4,7.5
STRUCTYPE,2,0.0,2,0.0,3.0,3.0,5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4,7.5
url:ru,2,0.0,2,0.0,50.0,50.0,67,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.5,0.0,3,7.0
ref:grønnkontakt,2,0.0,2,0.0,3.0,3.0,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,11,11.0
direction:street_lamp,2,0.0,2,0.0,2.5,2.5,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,13,13.0
opening_hours:paper,2,0.0,1,0.5,35.0,35.0,35,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,13,14.0
rice_polishing:capacity,2,0.0,1,0.5,4.0,4.0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5,7.0
pipeline:quantity,2,0.0,2,0.0,1.0,1.0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9,9.5
sortere:ref,2,0.0,2,0.0,4.5,4.5,5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10,11.0
payment:Coins.ph,2,0.0,1,0.5,3.0,3.0,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8,8.0
building:ref,2,0.0,2,0.0,3.0,3.0,3,0.0,0.0,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.5,9,9.5
counselling_type:marriage,2,0.0,1,0.5,3.0,3.0,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10,10.5
open_until,2,0.0,2,0.0,5.0,5.0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,12.5
excavator:rental,2,0.0,1,0.5,3.0,3.0,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10,11.5
fountain:count,2,0.0,2,0.0,1.0,1.0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12,13.0
viewpoint_type,2,0.0,1,0.5,7.0,7.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10,13.0
usd:number,2,0.0,2,0.0,3.0,3.0,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4,8.5
amenity:removed,2,0.0,1,0.5,7.0,7.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9,10.5
email:orders,2,0.0,1,0.5,41.5,41.5,52,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,10,11.0
piste:shop,2,0.0,1,0.5,6.0,6.0,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10,12.0
payment:mycard_hem,2,0.0,1,0.5,3.0,3.0,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12,12.5
scuba_diving:type:pool,2,0.0,2,0.0,2.5,2.5,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,7.0
name:mdf,2,0.0,2,0.0,31.0,31.0,47,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.5,0.0,11,11.0
board:direction,2,0.0,2,0.0,2.0,2.0,2,0.0,0.0,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.5,10,11.0
alt_name_1:es,2,0.0,2,0.0,12.5,12.5,13,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,6,8.0
power:source,2,0.0,2,0.0,12.0,12.0,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7,9.0
masaf:criteria,2,0.0,2,0.0,8.5,8.5,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,9.5
payment:ucb,2,0.0,1,0.5,3.0,3.0,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8,10.0
disused:service:bicycle:retail,2,0.0,1,0.5,3.0,3.0,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12,12.0
